Deal ID,Company ID,Company Name,Description,Investor ID,Investor Name,Investor Status,Primary Investor Type,Preferred Industries,Investor HQ,Lead Partner,Lead/Sole,Deal No.,"Total Deal Size (million, USD)",Deal Size Status,Deal Type 1,Deal Class,Company City,Company Post Code,Company Country/Territory,Deal Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,Verticals,All Industries,Business Status,Financing Status
164161-45T,458194-06,Vestack,"Developer of proprietary software and hardware technology designed to build healthy and sustainable buildings. The company combines digital design, bio-based materials, and modular manufacturing for the construction of commercial and residential structures, enabling project developers to ensure speedy production, at a low cost, while drastically reducing the building's environmental footprint.",433260-55,Gilles Ghesquière,Active Investor,Angel (individual),,,Gilles Ghesquiere,No,1.0,3.15,Actual,Early Stage VC,Venture Capital,Paris,75009.0,France,Completed,Information Technology,Software,Multimedia and Design Software,"CleanTech, Climate Tech, Construction Technology",Multimedia and Design Software*; Construction and Engineering,Generating Revenue,Venture Capital-Backed
164161-45T,458194-06,Vestack,"Developer of proprietary software and hardware technology designed to build healthy and sustainable buildings. The company combines digital design, bio-based materials, and modular manufacturing for the construction of commercial and residential structures, enabling project developers to ensure speedy production, at a low cost, while drastically reducing the building's environmental footprint.",110077-84,Vincent Gentil,Active Investor,Angel (individual),Software,,Vincent Gentil,No,1.0,3.15,Actual,Early Stage VC,Venture Capital,Paris,75009.0,France,Completed,Information Technology,Software,Multimedia and Design Software,"CleanTech, Climate Tech, Construction Technology",Multimedia and Design Software*; Construction and Engineering,Generating Revenue,Venture Capital-Backed
166493-08T,267159-52,Homepilot by iad,"Developer of an online property management platform intended to serve the Vincennes region. The company's platform utilizes technological tools to offer rental management and investment services, thereby helping customers with the collection of rents, management of works, regularization of charges and indexation of rent.",170991-73,Christophe Courtin,Former Investor,Angel (individual),"Commercial Services, Software","Roubaix, France",Christophe Courtin,No,4.0,3.15,Actual,Later Stage VC,Venture Capital,Vincennes,94306.0,France,Completed,Information Technology,Software,Business/Productivity Software,Real Estate Technology,Business/Productivity Software*; Real Estate Services (B2C),Generating Revenue,Venture Capital-Backed
166493-08T,267159-52,Homepilot by iad,"Developer of an online property management platform intended to serve the Vincennes region. The company's platform utilizes technological tools to offer rental management and investment services, thereby helping customers with the collection of rents, management of works, regularization of charges and indexation of rent.",106567-21,Cyril Vermeulen,Former Investor,Angel (individual),Software,"Paris, France",Cyril Vermeulen,No,4.0,3.15,Actual,Later Stage VC,Venture Capital,Vincennes,94306.0,France,Completed,Information Technology,Software,Business/Productivity Software,Real Estate Technology,Business/Productivity Software*; Real Estate Services (B2C),Generating Revenue,Venture Capital-Backed
166493-08T,267159-52,Homepilot by iad,"Developer of an online property management platform intended to serve the Vincennes region. The company's platform utilizes technological tools to offer rental management and investment services, thereby helping customers with the collection of rents, management of works, regularization of charges and indexation of rent.",157800-25,Didier Kuhn,Former Investor,Angel (individual),Software,"Paris, France",Didier Kuhn,No,4.0,3.15,Actual,Later Stage VC,Venture Capital,Vincennes,94306.0,France,Completed,Information Technology,Software,Business/Productivity Software,Real Estate Technology,Business/Productivity Software*; Real Estate Services (B2C),Generating Revenue,Venture Capital-Backed
166493-08T,267159-52,Homepilot by iad,"Developer of an online property management platform intended to serve the Vincennes region. The company's platform utilizes technological tools to offer rental management and investment services, thereby helping customers with the collection of rents, management of works, regularization of charges and indexation of rent.",151579-00,Geoffroy Roux de Bézieux,Former Investor,Angel (individual),"Services (Non-Financial), Software","Paris, France",Geoffroy Roux de Bézieux,No,4.0,3.15,Actual,Later Stage VC,Venture Capital,Vincennes,94306.0,France,Completed,Information Technology,Software,Business/Productivity Software,Real Estate Technology,Business/Productivity Software*; Real Estate Services (B2C),Generating Revenue,Venture Capital-Backed
166493-08T,267159-52,Homepilot by iad,"Developer of an online property management platform intended to serve the Vincennes region. The company's platform utilizes technological tools to offer rental management and investment services, thereby helping customers with the collection of rents, management of works, regularization of charges and indexation of rent.",158310-28,Jean-Fabrice Mathieu,Former Investor,Angel (individual),Software,,Jean-Fabrice Mathieu,No,4.0,3.15,Actual,Later Stage VC,Venture Capital,Vincennes,94306.0,France,Completed,Information Technology,Software,Business/Productivity Software,Real Estate Technology,Business/Productivity Software*; Real Estate Services (B2C),Generating Revenue,Venture Capital-Backed
195857-47T,277496-92,Yukin Therapeutics,"Developer of a proprietary therapeutic molecule designed to offer therapeutic molecules for cancer treatment. The company's molecules change the tumour microenvironment to allow the immune system to infiltrate and destroy the tumor effectively to boost existing cancer immunotherapies, enabling doctors to effectively treat several types of cancer, including skin and pancreatic cancers.",152980-03,Medicxi,Former Investor,Venture Capital,"Other Healthcare, Pharmaceuticals and Biotechnology","London, United Kingdom",Michèle Ollier,No,2.0,1.82,Actual,Early Stage VC,Venture Capital,Sophia Antipolis,6560.0,France,Completed,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,"Life Sciences, Oncology",Drug Discovery*; Biotechnology,Generating Revenue,Venture Capital-Backed
166476-52T,436851-91,Aura Aero,"Manufacturer of aircraft intended to offer eco-efficient and low-carbon vehicles. The company's aircraft offers a whole rescue parachute system, anti-crash seats, 
anti-crash fuel tanks, two-seater, and side-by-side taildragger landing gears, enabling the aeronautical industry to operate aircraft efficiently.",11218-78,Innovacom (Paris),Active Investor,Venture Capital,"Agriculture, Energy Equipment, Energy Services, Exploration, Production and Refining, Healthcare Devices and Supplies, Healthcare Technology Systems, Software, Utilities","Paris, France",Jérôme Faul,No,2.0,7.83,Actual,Early Stage VC,Venture Capital,Cugnaux,31270.0,France,Completed,Business Products and Services (B2B),Commercial Products,Aerospace and Defense,"CleanTech, Climate Tech, Manufacturing",Aerospace and Defense*,Product Development,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",106196-14,Albert Wenger,Former Investor,Angel (individual),"Media, Software","New York, NY",Albert Wenger,No,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",222934-78,Christian Reber,Former Investor,Angel (individual),"Media, Services (Non-Financial), Software",,Christian Reber-Prevot,No,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",311207-95,Harry Stebbings,Former Investor,Angel (individual),"Consumer Products and Services (B2C), Other Information Technology, Software","London, United Kingdom",Harry Stebbings,No,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",279600-58,Pace Capital,Former Investor,Venture Capital,,"New York, NY",Jordan Cooper,Yes,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",11303-02,Spark Capital,Former Investor,Venture Capital,"Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Software","San Francisco, CA",Bijan Sabet,No,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
166157-74T,442774-27,Beam (Publishing),"Developer of a web browser engine designed to focus on knowledge building. The company's browser engine creates a new session that would be represented by a card that summarizes the findings with important sites at the top of the note, enabling users to learn more about themselves and their habits.",494704-45,Tapestry VC,Former Investor,Venture Capital,,"San Francisco, CA",David Kelly,No,2.0,11.55,Actual,Early Stage VC,Venture Capital,Paris,,France,Completed,Consumer Products and Services (B2C),Media,Publishing,"Mobile, SaaS",Publishing*; Information Services (B2C); Application Software,Product In Beta Test,Venture Capital-Backed
203611-51T,501330-52,Luna (Restaurants and Bars),"Operator of a food and beverage company intended to distribute restaurant-quality meals that are easily accessible. The company offers cuisines from around the world, fresh food made using high-quality ingredients without using preservatives or additives, enabling consumers to enjoy healthy and delicious food at an affordable price.",266924-08,Jonathan Benhamou,Active Investor,Angel (individual),"Services (Non-Financial), Software",,Jonathan Benhamou,No,2.0,1.55,Actual,Early Stage VC,Venture Capital,Paris,75017.0,France,Completed,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure",Restaurants and Bars,FoodTech,"Restaurants and Bars*; Other Restaurants, Hotels and Leisure",Startup,Venture Capital-Backed
203611-51T,501330-52,Luna (Restaurants and Bars),"Operator of a food and beverage company intended to distribute restaurant-quality meals that are easily accessible. The company offers cuisines from around the world, fresh food made using high-quality ingredients without using preservatives or additives, enabling consumers to enjoy healthy and delicious food at an affordable price.",464179-06,Julie Pellet,Active Investor,Angel (individual),,,Julie Pellet,No,2.0,1.55,Actual,Early Stage VC,Venture Capital,Paris,75017.0,France,Completed,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure",Restaurants and Bars,FoodTech,"Restaurants and Bars*; Other Restaurants, Hotels and Leisure",Startup,Venture Capital-Backed
166280-23T,185877-82,Scalinx,"Developer of a semiconductor technology designed for wideband and low-power signal conversion in applications. The company offers signal conversion in applications such as wired and wireless communications, test and measurement equipment, and radar, among others, enabling clients to reduce costs and shorten the development time for signal conversion technologies.",57471-31,NCI Gestion,Active Investor,PE/Buyout,"Animal Husbandry, Application Software, Aquaculture, Automation/Workflow Software, Business/Productivity Software, Commercial Products, Communication Software, Communications and Networking, Computer Hardware, Construction and Engineering, Cultivation, Database Software, Educational Software, Entertainment Software, Financial Software, Horticulture, Internet Software, IT Services, Logistics, Personal Products, Retail, Semiconductors","Rouen, France",Yves Guiol,Yes,2.0,12.76,Actual,Later Stage VC,Venture Capital,Paris,75013.0,France,Completed,Information Technology,Communications and Networking,Wireless Communications Equipment,,Wireless Communications Equipment*; Other Communications and Networking; General Purpose Semiconductors,Startup,Venture Capital-Backed
182689-84T,180727-84,Supli,"Developer of a food supply discovery platform designed to simplify the supply chain between restaurants and suppliers. The company's platform offers an online marketplace for a variety of food products and suppliers to discover and order products in less than five minutes, enabling restaurant owners to save time and money and provide suppliers with an inexpensive customer acquisition method.",170991-73,Christophe Courtin,Former Investor,Angel (individual),"Commercial Services, Software","Roubaix, France",Christophe Courtin,No,5.0,2.43,Actual,Early Stage VC,Venture Capital,Paris,75017.0,France,Completed,Information Technology,Software,Business/Productivity Software,"FoodTech, Restaurant Technology, SaaS, TMT",Business/Productivity Software*,Generating Revenue,Venture Capital-Backed
182689-84T,180727-84,Supli,"Developer of a food supply discovery platform designed to simplify the supply chain between restaurants and suppliers. The company's platform offers an online marketplace for a variety of food products and suppliers to discover and order products in less than five minutes, enabling restaurant owners to save time and money and provide suppliers with an inexpensive customer acquisition method.",119452-15,Marc Ménasé,Former Investor,Angel (individual),Retail,,Marc Ménasé,No,5.0,2.43,Actual,Early Stage VC,Venture Capital,Paris,75017.0,France,Completed,Information Technology,Software,Business/Productivity Software,"FoodTech, Restaurant Technology, SaaS, TMT",Business/Productivity Software*,Generating Revenue,Venture Capital-Backed
167350-06T,461913-04,Réseau Eco Habitat,"Operator of an association intended to combat energy insecurity by supporting families in difficulty in all stages of the renovation of their homes. The company relies on a vast network of volunteers to identify households in need and offers financial support by obtaining the available social aids and technical support, enabling communities to optime the energy performance of their housing and experience an enhanced living environment.",87400-72,Phitrust Partenaires,Active Investor,Impact Investing,Consumer Products and Services (B2C),"Paris, France",Olivier de Guerre,No,1.0,0.61,Actual,Later Stage VC,Venture Capital,Clairoix,60280.0,France,Completed,Energy,Energy Services,Other Energy Services,"CleanTech, Climate Tech, LOHAS & Wellness",Other Energy Services*,Generating Revenue,Venture Capital-Backed
167350-06T,461913-04,Réseau Eco Habitat,"Operator of an association intended to combat energy insecurity by supporting families in difficulty in all stages of the renovation of their homes. The company relies on a vast network of volunteers to identify households in need and offers financial support by obtaining the available social aids and technical support, enabling communities to optime the energy performance of their housing and experience an enhanced living environment.",25329-07,Schneider Electric (Electrical Equipment),Active Investor,Corporation,Commercial Products,"Rueil Malmaison, France",Gilles Desroches,No,1.0,0.61,Actual,Later Stage VC,Venture Capital,Clairoix,60280.0,France,Completed,Energy,Energy Services,Other Energy Services,"CleanTech, Climate Tech, LOHAS & Wellness",Other Energy Services*,Generating Revenue,Venture Capital-Backed
166837-78T,268504-12,SquareMind,"Developer of robotic medical equipment designed to transform non-invasive healthcare. The company's equipment is equipped with third-dimension construction software for full-body mapping to detect skin cancer, enabling physicians to track the growth of moles on the body using off-the-shelf robots.",343216-72,Calm/Storm Ventures,Active Investor,Venture Capital,"Education and Training Services (B2B), Environmental Services (B2B), Healthcare, Information Services (B2C), IT Services, Life and Health Insurance, Office Services (B2B), Other Consumer Products and Services, Other Information Technology, Other Media, Other Services (B2C Non-Financial), Publishing, Social Content, Software","Vienna, Austria",Lucanus Polagnoli,Yes,2.0,,,Early Stage VC,Venture Capital,Paris,75010.0,France,Completed,Healthcare,Healthcare Devices and Supplies,Other Devices and Supplies,"Artificial Intelligence & Machine Learning, HealthTech, Oncology, Robotics and Drones",Other Devices and Supplies*; Monitoring Equipment; Other Healthcare Technology Systems; Other Hardware,Generating Revenue,Venture Capital-Backed
172464-49T,466182-46,INTACT (Construction and Engineering),"Provider of asset and equipment testing services intended to help focus on industrial risk management of their assets. The company offers its clients tailored products to meet their demanding needs in terms of non-destructive control, custom engineering, mechanical integrity, and structural health monitoring, enabling industrial companies to put to use the technologies and practices for inspections, monitoring, and predictability for the health of their equipment.",318182-41,Ekoscan Integrity,Active Investor,PE-Backed Company,,"Saint-Remy, France",Hugo Cence,No,1.0,0.05,Actual,Early Stage VC,Venture Capital,Saint-Rémy,71100.0,France,Completed,Business Products and Services (B2B),Commercial Services,Construction and Engineering,Industrials,Construction and Engineering*; Other Commercial Services,Generating Revenue,Venture Capital-Backed
165839-05T,99049-60,SESAMm,"Developer of artificial intelligence-driven text analysis platform designed for environmental, social, and governance (ESG) analytics. The company's platform mission is to deliver insights through portfolio management system integration that aid private equity firms, asset managers, consulting firms, and corporations in making sustainable and responsible investments using natural language processing, enabling businesses to effectively manage their assets.",266584-60,Havenrock,Active Investor,Growth/Expansion,"Other Financial Services, Software","Beverly Hills, CA",Omar Barakat,No,10.0,6.98,Actual,Later Stage VC,Venture Capital,Metz,57000.0,France,Completed,Information Technology,Software,Financial Software,"Artificial Intelligence & Machine Learning, Big Data, FinTech, SaaS",Financial Software*; Other Financial Services; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
165839-05T,99049-60,SESAMm,"Developer of artificial intelligence-driven text analysis platform designed for environmental, social, and governance (ESG) analytics. The company's platform mission is to deliver insights through portfolio management system integration that aid private equity firms, asset managers, consulting firms, and corporations in making sustainable and responsible investments using natural language processing, enabling businesses to effectively manage their assets.",99686-62,NewAlpha Asset Management,Active Investor,Asset Manager,Software,"Paris, France",Lior Derhy,Yes,10.0,6.98,Actual,Later Stage VC,Venture Capital,Metz,57000.0,France,Completed,Information Technology,Software,Financial Software,"Artificial Intelligence & Machine Learning, Big Data, FinTech, SaaS",Financial Software*; Other Financial Services; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
165839-05T,99049-60,SESAMm,"Developer of artificial intelligence-driven text analysis platform designed for environmental, social, and governance (ESG) analytics. The company's platform mission is to deliver insights through portfolio management system integration that aid private equity firms, asset managers, consulting firms, and corporations in making sustainable and responsible investments using natural language processing, enabling businesses to effectively manage their assets.",10048-15,The Carlyle Group,Active Investor,PE/Buyout,"Aerospace and Defense, Buildings and Property, Commercial Transportation, Energy, Financial Services, Government, Healthcare, Media, Retail, Software","Washington, DC",Matt Anderson,Yes,10.0,6.98,Actual,Later Stage VC,Venture Capital,Metz,57000.0,France,Completed,Information Technology,Software,Financial Software,"Artificial Intelligence & Machine Learning, Big Data, FinTech, SaaS",Financial Software*; Other Financial Services; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
167612-23T,459552-88,Reecall,"Developer of a human voice assistant designed to manage all incoming calls and build strong customer satisfaction. The company's platform qualifies, prioritizes, supports, contextualizes, and processes all incoming calls and manages contacts and their history, enabling e-commerce, real estate, bank, insurance, logistics, maintenance, mobility, and retail companies to scale their call centers.",58345-21,Evolem,Active Investor,Family Office,"Agriculture, Commercial Products, Commercial Services, Commercial Transportation, Communications and Networking, Energy, Healthcare, Insurance, Other Financial Services","Lyon, France",Bruno Rousset,No,3.0,1.34,Actual,Early Stage VC,Venture Capital,Lyon,69890.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Marketing Tech, SaaS",Business/Productivity Software*; Communication Software,Generating Revenue,Venture Capital-Backed
167612-23T,459552-88,Reecall,"Developer of a human voice assistant designed to manage all incoming calls and build strong customer satisfaction. The company's platform qualifies, prioritizes, supports, contextualizes, and processes all incoming calls and manages contacts and their history, enabling e-commerce, real estate, bank, insurance, logistics, maintenance, mobility, and retail companies to scale their call centers.",105883-39,Thibaud Elziere,Active Investor,Angel (individual),Software,"Brussels, Belgium",Thibaud Elziere,No,3.0,1.34,Actual,Early Stage VC,Venture Capital,Lyon,69890.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Marketing Tech, SaaS",Business/Productivity Software*; Communication Software,Generating Revenue,Venture Capital-Backed
166832-65T,87228-01,Particeep,"Developer of fintech platform designed to provide services for the online distribution of banking, insurance, and investment products. The company's platform offers a rest API made up of ready-to-use banking and insurance micro-services, enabling banks, insurance companies, and asset management companies to set up digital subscription channels for their financial product and service offerings without IT development.",10634-68,Truffle Capital,Former Investor,Venture Capital,"Commercial Services, Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology, Software","Paris, France",Patrick Lord,No,5.0,2.43,Actual,Later Stage VC,Venture Capital,Neuilly-sur-Seine,92200.0,France,Completed,Information Technology,Software,Financial Software,"FinTech, InsurTech, SaaS, TMT",Financial Software*; Other Financial Services,Generating Revenue,Venture Capital-Backed
165700-36T,186317-65,Tchek,"Developer of an AI-powered vehicle inspection system designed to facilitate the diagnosis of automobiles. The company's system consists of a scanner and an intuitive digital platform that uses artificial intelligence to perform an overall analysis of the vehicle's condition that locates and lists the damage to the bodywork and also quantifies the number of repairs to be made, enabling dealerships and vehicle owners to stay notified about the condition of domestic and commercial fleets and avoid unnecessary damage costs.",42251-86,Demeter Partners,Active Investor,PE/Buyout,"Agriculture, Commercial Products, Consulting Services (B2B), Energy, Environmental Services (B2B), Infrastructure, Other Business Products and Services, Other Consumer Products and Services, Restaurants, Hotels and Leisure, Retail, Services (Non-Financial)","Paris, France",Christophe Desrumaux,Yes,5.0,4.26,Actual,Later Stage VC,Venture Capital,Marseille,13015.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS",Business/Productivity Software*; Road; Automotive,Generating Revenue,Venture Capital-Backed
165700-36T,186317-65,Tchek,"Developer of an AI-powered vehicle inspection system designed to facilitate the diagnosis of automobiles. The company's system consists of a scanner and an intuitive digital platform that uses artificial intelligence to perform an overall analysis of the vehicle's condition that locates and lists the damage to the bodywork and also quantifies the number of repairs to be made, enabling dealerships and vehicle owners to stay notified about the condition of domestic and commercial fleets and avoid unnecessary damage costs.",56595-34,Région Sud Investissement,Active Investor,Venture Capital,"Commercial Products, Commercial Services, Energy, Infrastructure, Software","Marseille, France",Pierre Joubert,No,5.0,4.26,Actual,Later Stage VC,Venture Capital,Marseille,13015.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Artificial Intelligence & Machine Learning, SaaS",Business/Productivity Software*; Road; Automotive,Generating Revenue,Venture Capital-Backed
165386-71T,98959-51,VuLog,"Developer of a mobility technology designed to empower businesses in shared and sustainable transportation. The company platform offers software operators, dealerships, and corporate fleets to optimize carsharing, subscriptions, and micro-mobility services, enabling clients with accessibility, efficiency, and environmental sustainability in urban and community settings.",58004-02,Bpifrance,Active Investor,Sovereign Wealth Fund,"Apparel and Accessories, Commercial Products, Commercial Services, Communications and Networking, Consumer Non-Durables, Energy Equipment, Exploration, Production and Refining, Insurance, Media, Other Information Technology, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Retail, Software","Paris, France",Gilles Schang,No,9.0,31.63,Actual,Later Stage VC,Venture Capital,Nice,6200.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Car-Sharing, Mobility Tech, SaaS, TMT",Business/Productivity Software*; Automotive,Generating Revenue,Venture Capital-Backed
165386-71T,98959-51,VuLog,"Developer of a mobility technology designed to empower businesses in shared and sustainable transportation. The company platform offers software operators, dealerships, and corporate fleets to optimize carsharing, subscriptions, and micro-mobility services, enabling clients with accessibility, efficiency, and environmental sustainability in urban and community settings.",11410-03,ETF Partners,Active Investor,Venture Capital,"Agriculture, Business Products and Services (B2B), Energy, Information Technology, Other Materials","London, United Kingdom",Fabrice Bienfait,No,9.0,31.63,Actual,Later Stage VC,Venture Capital,Nice,6200.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Car-Sharing, Mobility Tech, SaaS, TMT",Business/Productivity Software*; Automotive,Generating Revenue,Venture Capital-Backed
165386-71T,98959-51,VuLog,"Developer of a mobility technology designed to empower businesses in shared and sustainable transportation. The company platform offers software operators, dealerships, and corporate fleets to optimize carsharing, subscriptions, and micro-mobility services, enabling clients with accessibility, efficiency, and environmental sustainability in urban and community settings.",10767-16,Frog Capital,Active Investor,Growth/Expansion,"Financial Services, Media, Retail, Software","London, United Kingdom",Michael Reid,No,9.0,31.63,Actual,Later Stage VC,Venture Capital,Nice,6200.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Car-Sharing, Mobility Tech, SaaS, TMT",Business/Productivity Software*; Automotive,Generating Revenue,Venture Capital-Backed
165386-71T,98959-51,VuLog,"Developer of a mobility technology designed to empower businesses in shared and sustainable transportation. The company platform offers software operators, dealerships, and corporate fleets to optimize carsharing, subscriptions, and micro-mobility services, enabling clients with accessibility, efficiency, and environmental sustainability in urban and community settings.",119506-33,Inven Capital,Active Investor,Venture Capital,"Energy Equipment, Energy Services, Exploration, Production and Refining, Other Energy, Software","Prague, Czech Republic",Ivo Nemejc,No,9.0,31.63,Actual,Later Stage VC,Venture Capital,Nice,6200.0,France,Completed,Information Technology,Software,Business/Productivity Software,"Car-Sharing, Mobility Tech, SaaS, TMT",Business/Productivity Software*; Automotive,Generating Revenue,Venture Capital-Backed
165575-80T,152288-74,Opencell,"Developer of an integrated revenue management platform designed to manage subscriptions and usage business from start to finish. The company's platform makes complex subscription and usage-based billing and commissioning accessible to all types of businesses and industries, enabling clients with an open-source platform to administer subscriptions and usage-based revenues.",55656-10,Alliance Entreprendre,Active Investor,PE/Buyout,"Apparel and Accessories, Commercial Products, Commercial Services, Computer Hardware, Consumer Durables, Energy Equipment, Healthcare Services, Media, Services (Non-Financial), Software","Paris, France",Laura Panquet,No,4.0,8.27,Actual,Later Stage VC,Venture Capital,Dijon,21000.0,France,Completed,Information Technology,Software,Financial Software,"FinTech, SaaS, TMT",Financial Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
165575-80T,152288-74,Opencell,"Developer of an integrated revenue management platform designed to manage subscriptions and usage business from start to finish. The company's platform makes complex subscription and usage-based billing and commissioning accessible to all types of businesses and industries, enabling clients with an open-source platform to administer subscriptions and usage-based revenues.",11303-11,Seventure Partners,Active Investor,Venture Capital,"Agriculture, Apparel and Accessories, Biotechnology, Commercial Services, Computer Hardware, Financial Software, Food Products, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Industrial Supplies and Parts, IT Services, Media, Other Energy, Other Financial Services, Recreational Goods, Retail, Semiconductors, Telecommunications Service Providers","Paris, France",Ludovic Denis,No,4.0,8.27,Actual,Later Stage VC,Venture Capital,Dijon,21000.0,France,Completed,Information Technology,Software,Financial Software,"FinTech, SaaS, TMT",Financial Software*; Business/Productivity Software,Generating Revenue,Venture Capital-Backed
165354-04T,231209-92,Indy,"Developer of an accounting automation technology designed to integrate accounting and tax with professional bank accounts. The company's technology synchronizes with banks to recover all banking transactions and relies on machine learning to categorize expenses and automate tax restatements, enabling freelancers, doctors, lawyers, and architects to generate accounting without any manual input and file tax returns without any delay.",109571-95,Kerala Ventures,Active Investor,Venture Capital,"Business Products and Services (B2B), Software","Paris, France",Antoine Freysz,No,3.0,42.59,Actual,Later Stage VC,Venture Capital,Lyon,69006.0,France,Completed,Information Technology,Software,Financial Software,"Artificial Intelligence & Machine Learning, FinTech","Financial Software*; Accounting, Audit and Tax Services (B2B); Other Financial Services; Automation/Workflow Software",Generating Revenue,Venture Capital-Backed
165354-04T,231209-92,Indy,"Developer of an accounting automation technology designed to integrate accounting and tax with professional bank accounts. The company's technology synchronizes with banks to recover all banking transactions and relies on machine learning to categorize expenses and automate tax restatements, enabling freelancers, doctors, lawyers, and architects to generate accounting without any manual input and file tax returns without any delay.",231097-51,Singular.,Active Investor,Venture Capital,,"Paris, France",Jeremy Uzan,Yes,3.0,42.59,Actual,Later Stage VC,Venture Capital,Lyon,69006.0,France,Completed,Information Technology,Software,Financial Software,"Artificial Intelligence & Machine Learning, FinTech","Financial Software*; Accounting, Audit and Tax Services (B2B); Other Financial Services; Automation/Workflow Software",Generating Revenue,Venture Capital-Backed
165262-78T,227303-56,eCential Robotics,"Developer of an imaging technology designed to integrate fluoroscopy, surgical navigation, and robotics for optimal treatment of multiple indications. The company's technology provides an integrated operating system with high-definition (HD) imaging and real-time surgical navigation used in mini-invasive orthopedic and trauma surgery, enabling surgeons to perform multiple procedures, and reducing radiation while increasing the safety and accuracy of complex interventions.",58004-02,Bpifrance,Active Investor,Sovereign Wealth Fund,"Apparel and Accessories, Commercial Products, Commercial Services, Communications and Networking, Consumer Non-Durables, Energy Equipment, Exploration, Production and Refining, Insurance, Media, Other Information Technology, Pharmaceuticals and Biotechnology, Restaurants, Hotels and Leisure, Retail, Software","Paris, France",Marie-Laure Garrigues,Yes,7.0,121.76,Actual,Later Stage VC,Venture Capital,Gieres,38610.0,France,Completed,Healthcare,Healthcare Devices and Supplies,Diagnostic Equipment,"HealthTech, LOHAS & Wellness, Robotics and Drones",Diagnostic Equipment*; Other Healthcare Technology Systems,Generating Revenue,Venture Capital-Backed
